"","schoolcode","program","averagescore"
"2272",70801,"Visual Arts",246.444444444444
"2273",70804,"Visual Arts",232
"2274",70901,"Visual Arts",257.73
"2275",71006,"Visual Arts",266.555555555556
"2276",71010,"Visual Arts",252
"2277",71101,"Visual Arts",249.571428571429
"2278",71102,"Visual Arts",239.266666666667
"2279",71103,"Visual Arts",250.777777777778
"2280",71104,"Visual Arts",224.25
"2281",71201,"Visual Arts",249.242424242424
"2282",80101,"Visual Arts",297.44
"2283",80105,"Visual Arts",256.911111111111
"2284",80106,"Visual Arts",241.4
"2285",80202,"Visual Arts",238.4
"2286",80802,"Visual Arts",229.529411764706
"2287",81302,"Visual Arts",228.454545454545
"2288",90101,"Visual Arts",252.377777777778
"2289",90102,"Visual Arts",238.827586206897
"2290",90501,"Visual Arts",273.333333333333
"2291",90504,"Visual Arts",231
"2292",100102,"Visual Arts",275.2
"2293",100304,"Visual Arts",236.805555555556
"2294",100401,"Visual Arts",240.25
"2295",9010101,"Welding & Fabrication",303.15
"2296",9010201,"Welding & Fabrication",263.545454545455
"2297",9040101,"Welding & Fabrication",245.914285714286
"2298",9050101,"Welding & Fabrication",307.371428571429
"2299",9070601,"Welding & Fabrication",239.166666666667
"2300",9090401,"Welding & Fabrication",243.833333333333
